14268	2315	0	1.0
14269	2315	0	1.0
14270	2958	0	1.0
14271	2959	0	1.0
14272	2959	0	1.0
14273	2959	0	1.0
14274	2959	0	1.0
14275	2959	0	1.0
14276	2959	0	1.0
14277	2959	0	1.0
14278	2959	0	1.0
14279	2178	0	1.0
14280	2178	0	1.0
14281	2960	0	1.0
14282	2960	0	1.0
14283	2960	0	1.0
14284	2960	0	1.0
14285	2960	0	1.0
14286	2961	0	1.0
14287	2961	0	1.0
14288	3842	0	1.0
14280	3842	0	1.0
14289	3842	0	1.0
14290	2962	0	1.0
14291	2098	0	1.0
14292	2206	0	1.0
14293	2206	0	1.0
14294	2206	0	1.0
14295	2206	0	1.0
14296	2206	0	1.0
14297	2206	0	1.0
14298	2178	0	1.0
14299	2963	0	1.0
14300	2109	0	1.0
14279	2962	0	1.0
14301	2524	0	1.0
14290	2098	0	1.0
14302	2132	0	1.0
14303	2962	0	1.0
14304	2958	0	1.0
14305	2958	0	1.0
14306	2279	0	1.0
14307	2242	0	1.0
14308	2242	0	1.0
14309	2098	0	1.0
14279	2179	0	1.0
14310	2963	0	1.0
14311	2964	0	1.0
14312	2331	0	1.0
14313	2331	0	1.0
14314	2331	0	1.0
14315	2331	0	1.0
14316	2331	0	1.0
14317	2331	0	1.0
14318	2331	0	1.0
14319	2331	0	1.0
14320	2331	0	1.0
14321	2331	0	1.0
14322	2331	0	1.0
14323	2331	0	1.0
14324	2331	0	1.0
14325	2331	0	1.0
14326	2331	0	1.0
14327	2331	0	1.0
14328	2331	0	1.0
14329	2279	0	1.0
14330	2963	0	1.0
14331	2963	0	1.0
14332	2963	0	1.0
14280	2962	0	1.0
14333	2962	0	1.0
14334	2279	0	1.0
14302	2098	0	1.0
14335	2963	0	1.0
14336	2524	0	1.0
14337	2961	0	1.0
14338	2232	0	1.0
14339	2232	0	1.0
14340	2232	0	1.0
14341	2232	0	1.0
14342	2232	0	1.0
14343	2232	0	1.0
14344	2232	0	1.0
14345	2965	0	1.0
14346	2093	0	1.0
14347	2352	0	1.0
14348	2103	0	1.0
14349	2961	0	1.0
14350	2524	0	1.0
14351	2524	0	1.0
14352	2964	0	1.0
14353	2964	0	1.0
14354	2964	0	1.0
14355	2964	0	1.0
14356	2964	0	1.0
14357	2126	0	1.0
14358	2958	0	1.0
14359	2483	0	1.0
14360	2118	0	1.0
14302	2966	0	1.0
14361	2098	0	1.0
14362	2961	0	1.0
14363	2963	0	1.0
14364	2963	0	1.0
14365	3842	0	1.0
14366	2098	0	1.0
14367	2098	0	1.0
14292	2149	0	1.0
14368	2296	0	1.0
14369	2296	0	1.0
14370	2296	0	1.0
14371	2296	0	1.0
14372	3842	0	1.0
14373	3842	0	1.0
14374	3842	0	1.0
14375	2279	0	1.0
14290	2129	0	1.0
14376	2962	0	1.0
14377	2414	0	1.0
14378	2414	0	1.0
14379	2414	0	1.0
14380	2414	0	1.0
14381	2414	0	1.0
14382	2352	0	1.0
14335	2098	0	1.0
14383	3842	0	1.0
14290	2961	0	1.0
14384	2961	0	1.0
14385	2961	0	1.0
14386	2967	0	1.0
14387	2967	0	1.0
14388	2967	0	1.0
14389	2967	0	1.0
14390	2967	0	1.0
14391	2967	0	1.0
14392	2963	0	1.0
14393	2963	0	1.0
14394	2963	0	1.0
14395	2963	0	1.0
14396	3842	0	1.0
14340	3842	0	1.0
14397	3842	0	1.0
14398	3842	0	1.0
14399	3842	0	1.0
14400	3842	0	1.0
14401	3842	0	1.0
14402	3842	0	1.0
14403	2962	0	1.0
14404	2961	0	1.0
14405	2156	0	1.0
14406	2156	0	1.0
14407	2156	0	1.0
14408	2156	0	1.0
14409	2156	0	1.0
14310	2156	0	1.0
14410	2156	0	1.0
14411	2156	0	1.0
14412	2156	0	1.0
14413	2963	0	1.0
14414	2963	0	1.0
14415	2963	0	1.0
14416	2963	0	1.0
14417	2963	0	1.0
14418	2963	0	1.0
14419	2963	0	1.0
14420	2963	0	1.0
14421	2968	0	1.0
14422	2963	0	1.0
14423	2963	0	1.0
14424	2963	0	1.0
14425	2098	0	1.0
14337	2098	0	1.0
14426	3842	0	1.0
14427	3842	0	1.0
14428	3842	0	1.0
14429	3842	0	1.0
14430	3842	0	1.0
14431	3842	0	1.0
14432	3842	0	1.0
14433	3842	0	1.0
14434	3842	0	1.0
14435	3842	0	1.0
14436	3842	0	1.0
14437	3842	0	1.0
14438	3842	0	1.0
14439	3842	0	1.0
14440	3842	0	1.0
14290	2958	0	1.0
14335	2962	0	1.0
14441	2279	0	1.0
14292	2375	0	1.0
14292	2142	0	1.0
14292	2173	0	1.0
14303	2963	0	1.0
14442	2962	0	1.0
14443	2962	0	1.0
14444	2962	0	1.0
14445	2962	0	1.0
14446	2962	0	1.0
14447	2962	0	1.0
14448	2962	0	1.0
14449	2962	0	1.0
14450	2963	0	1.0
14451	2963	0	1.0
14452	2963	0	1.0
14453	2963	0	1.0
14454	2963	0	1.0
14455	2963	0	1.0
14456	2963	0	1.0
14457	2963	0	1.0
14458	2963	0	1.0
14459	2352	0	1.0
14460	2109	0	1.0
14461	2962	0	1.0
14461	2126	0	1.0
14461	3842	0	1.0
14461	2967	0	1.0
14462	2098	0	1.0
14463	2958	0	1.0
14464	2142	0	1.0
14465	2963	0	1.0
14466	2098	0	1.0
14467	2098	0	1.0
14468	2132	0	1.0
14469	2132	0	1.0
14470	2132	0	1.0
14471	2132	0	1.0
14472	2132	0	1.0
14473	2132	0	1.0
14474	2132	0	1.0
14475	2132	0	1.0
14476	2132	0	1.0
14306	2093	0	1.0
14306	3842	0	1.0
14477	2279	0	1.0
14478	2963	0	1.0
14306	2963	0	1.0
14479	2103	0	1.0
14480	2103	0	1.0
14481	2103	0	1.0
14482	2103	0	1.0
14483	2103	0	1.0
14484	2124	0	1.0
14485	2124	0	1.0
14486	2124	0	1.0
14487	2156	0	1.0
14460	2963	0	1.0
14488	2178	0	1.0
14489	2173	0	1.0
14490	2173	0	1.0
14491	2173	0	1.0
14492	2173	0	1.0
14279	2963	0	1.0
14292	2323	0	1.0
14493	2969	0	1.0
14494	2962	0	1.0
14495	2896	0	1.0
14496	2896	0	1.0
14497	2896	0	1.0
14498	2896	0	1.0
14499	2896	0	1.0
14500	2178	0	1.0
14290	2969	0	1.0
14501	2969	0	1.0
14502	2969	0	1.0
14337	2093	0	1.0
14503	2961	0	1.0
14504	2961	0	1.0
14505	2961	0	1.0
14506	2961	0	1.0
14507	2961	0	1.0
14508	2961	0	1.0
14509	2240	0	1.0
14510	2240	0	1.0
14511	2240	0	1.0
14512	2240	0	1.0
14513	2240	0	1.0
14482	2240	0	1.0
14514	2240	0	1.0
14407	2240	0	1.0
14515	2240	0	1.0
14516	2098	0	1.0
14517	2576	0	1.0
14518	2576	0	1.0
14519	2576	0	1.0
14520	2962	0	1.0
14290	3842	0	1.0
14290	2963	0	1.0
14463	2352	0	1.0
14279	2098	0	1.0
14335	2132	0	1.0
14521	2962	0	1.0
14522	2962	0	1.0
14337	2962	0	1.0
14523	2963	0	1.0
14358	2093	0	1.0
14524	3842	0	1.0
14525	2098	0	1.0
14526	2961	0	1.0
14527	2236	0	1.0
14528	2236	0	1.0
14529	2236	0	1.0
14530	2236	0	1.0
14531	2236	0	1.0
14532	2236	0	1.0
14383	2178	0	1.0
14383	2967	0	1.0
14383	2093	0	1.0
14533	2173	0	1.0
14534	2173	0	1.0
14535	2173	0	1.0
14536	2173	0	1.0
14537	2173	0	1.0
14538	2173	0	1.0
14539	2173	0	1.0
14540	2173	0	1.0
14541	2173	0	1.0
14506	2098	0	1.0
14542	2093	0	1.0
14543	2963	0	1.0
14544	2963	0	1.0
14545	2963	0	1.0
14546	2963	0	1.0
14547	2963	0	1.0
14548	2963	0	1.0
14549	2963	0	1.0
14550	2963	0	1.0
14551	2963	0	1.0
14552	2963	0	1.0
14553	2963	0	1.0
14554	2963	0	1.0
14555	2963	0	1.0
14556	2963	0	1.0
14557	2963	0	1.0
14558	2963	0	1.0
14559	2963	0	1.0
14560	2963	0	1.0
14561	2963	0	1.0
14463	2093	0	1.0
14479	2092	0	1.0
14562	2103	0	1.0
14563	2103	0	1.0
14564	2103	0	1.0
14565	2103	0	1.0
14484	2129	0	1.0
14566	2962	0	1.0
14567	2962	0	1.0
14568	2962	0	1.0
14569	2962	0	1.0
14570	2962	0	1.0
14571	2962	0	1.0
14572	2962	0	1.0
14573	2576	0	1.0
14574	2576	0	1.0
14575	2576	0	1.0
14576	2576	0	1.0
14577	2576	0	1.0
14578	2576	0	1.0
14579	2576	0	1.0
14580	2576	0	1.0
14581	2576	0	1.0
14582	2576	0	1.0
14583	2576	0	1.0
14584	2576	0	1.0
14585	2576	0	1.0
14335	2178	0	1.0
14586	2962	0	1.0
14587	2962	0	1.0
14588	2962	0	1.0
14460	2962	0	1.0
14290	2109	0	1.0
14589	2142	0	1.0
14589	2963	0	1.0
14563	2967	0	1.0
14590	2296	0	1.0
14591	2967	0	1.0
14592	2967	0	1.0
14500	2970	0	1.0
14593	2375	0	1.0
14516	2961	0	1.0
14594	2635	0	1.0
14595	2967	0	1.0
14596	2967	0	1.0
14597	2142	0	1.0
14598	2967	0	1.0
14599	2375	0	1.0
14521	2240	0	1.0
14523	2962	0	1.0
14600	2375	0	1.0
14601	2375	0	1.0
14602	2375	0	1.0
14603	2967	0	1.0
14604	2142	0	1.0
14605	2375	0	1.0
14606	2375	0	1.0
14607	2375	0	1.0
14608	2375	0	1.0
14609	2967	0	1.0
14610	2375	0	1.0
14611	2375	0	1.0
14612	2375	0	1.0
14613	2375	0	1.0
14614	2375	0	1.0
14615	2098	0	1.0
14527	2098	0	1.0
14528	2098	0	1.0
14529	2098	0	1.0
14530	2098	0	1.0
14531	2098	0	1.0
14532	2098	0	1.0
14616	2963	0	1.0
14617	2963	0	1.0
14618	2963	0	1.0
14619	2963	0	1.0
14620	2963	0	1.0
14621	2963	0	1.0
14622	2963	0	1.0
14623	2118	0	1.0
14624	2118	0	1.0
14625	2118	0	1.0
14626	2118	0	1.0
14627	901	1	1.0
14627	807	1	1.0
14627	902	1	1.0
14627	903	1	1.0
14627	904	1	1.0
14627	905	1	1.0
14627	45	1	1.0
14627	906	1	1.0
14627	907	1	1.0
14627	908	1	1.0
14627	909	1	1.0
14627	910	1	1.0
14627	911	1	1.0
14627	268	1	1.0
14627	912	1	1.0
14627	290	1	1.0
14628	37	1	1.0
14628	913	1	1.0
14628	914	1	1.0
14628	915	1	1.0
14628	916	1	1.0
14628	917	1	1.0
14628	174	1	1.0
14628	810	1	1.0
14628	451	1	1.0
14628	918	1	1.0
14628	919	1	1.0
14628	920	1	1.0
14628	921	1	1.0
14628	922	1	1.0
14628	923	1	1.0
14628	924	1	1.0
14629	925	1	1.0
14629	523	1	1.0
14629	926	1	1.0
14629	927	1	1.0
14629	928	1	1.0
14629	929	1	1.0
14629	930	1	1.0
14629	931	1	1.0
14629	932	1	1.0
14629	281	1	1.0
14629	853	1	1.0
14629	933	1	1.0
14629	934	1	1.0
14629	45	1	1.0
14629	935	1	1.0
