0	hsa-mir-15a-5p	0
1	hsa-mir-16-5p	0
2	hsa-mir-143-5p	0
3	hsa-mir-145-5p	0
4	hsa-mir-223-5p	0
5	hsa-mir-29a-5p	0
6	hsa-mir-29c-5p	0
7	hsa-mir-10b-5p	0
8	hsa-mir-125b-1-3p	0
9	hsa-mir-125b-2-3p	0
10	hsa-mir-10a-5p	0
11	hsa-mir-126-5p	0
12	hsa-mir-17-5p	0
13	hsa-let-7a-2-3p	0
14	hsa-let-7b-5p	0
15	hsa-let-7c-5p	0
16	hsa-let-7d-5p	0
17	hsa-let-7e-5p	0
18	hsa-let-7f-1-3p	0
19	hsa-let-7f-2-3p	0
20	hsa-let-7g-5p	0
21	hsa-let-7i-5p	0
22	hsa-mir-181a-2-3p	0
23	hsa-mir-181b-2-3p	0
24	hsa-mir-181d-5p	0
25	hsa-mir-155-5p	0
26	hsa-mir-15b-5p	0
27	hsa-mir-16-1-3p	0
28	hsa-mir-16-2-3p	0
29	hsa-mir-125a-5p	0
30	hsa-mir-99b-5p	0
31	hsa-mir-127-5p	0
32	hsa-mir-130a-5p	0
33	hsa-mir-144-5p	0
34	hsa-mir-148a-5p	0
35	hsa-mir-148b-5p	0
36	hsa-mir-152-5p	0
37	hsa-mir-150-5p	0
38	hsa-mir-221-5p	0
39	hsa-mir-128-1-5p	0
40	hsa-mir-128-2-5p	0
41	hsa-mir-96-5p	0
42	hsa-let-7a-5p	0
43	hsa-mir-30b-5p	0
44	hsa-mir-30c-5p	0
45	hsa-mir-222-5p	0
46	hsa-mir-182-5p	0
47	hsa-mir-183-5p	0
48	hsa-mir-141-5p	0
49	hsa-mir-200c-5p	0
50	hsa-mir-18a-5p	0
51	hsa-mir-19a-5p	0
52	hsa-mir-19b-1-5p	0
53	hsa-mir-19b-2-5p	0
54	hsa-mir-20a-5p	0
55	hsa-mir-92a-1-5p	0
56	hsa-mir-92a-2-5p	0
57	hsa-mir-200b-5p	0
58	hsa-mir-34a-5p	0
59	hsa-mir-337-5p	0
60	hsa-mir-338-5p	0
61	hsa-mir-210-5p	0
62	hsa-mir-296-5p	0
63	hsa-mir-30d-5p	0
64	hsa-mir-324-5p	0
65	hsa-mir-346	0
66	hsa-mir-365a-5p	0
67	hsa-mir-365b-5p	0
68	hsa-mir-423-5p	0
69	hsa-mir-484	0
70	hsa-mir-486-5p	0
71	hsa-mir-500a-5p	0
72	hsa-mir-518b	0
73	hsa-mir-557	0
74	hsa-mir-596	0
75	hsa-mir-602	0
76	hsa-mir-611	0
77	hsa-mir-615-5p	0
78	hsa-mir-629-5p	0
79	hsa-mir-637	0
80	hsa-mir-642a-5p	0
81	hsa-mir-654-5p	0
82	hsa-mir-663a	0
83	hsa-mir-769-5p	0
84	hsa-mir-99a-5p	0
85	hsa-mir-199b-5p	0
86	hsa-mir-378a-5p	0
87	hsa-mir-454-5p	0
88	hsa-mir-575	0
89	hsa-mir-22-5p	0
90	hsa-mir-373-5p	0
91	hsa-mir-451a	0
92	hsa-mir-363-5p	0
93	hsa-mir-181c-5p	0
94	hsa-mir-29b-2-5p	0
95	hsa-mir-146a-5p	0
96	hsa-mir-200a-5p	0
97	hsa-mir-429	0
98	hsa-mir-106b-5p	0
99	hsa-mir-107	0
100	hsa-mir-20b-5p	0
101	hsa-mir-214-5p	0
102	hsa-mir-216a-5p	0
103	hsa-mir-217-5p	0
104	hsa-mir-330-5p	0
105	hsa-mir-452-5p	0
106	hsa-mir-509-3-5p	0
107	hsa-mir-517a-3p	0
108	hsa-mir-518e-5p	0
109	hsa-mir-519b-5p	0
110	hsa-mir-593-5p	0
111	hsa-mir-621	0
112	hsa-mir-646	0
113	hsa-mir-767-5p	0
114	hsa-mir-191-5p	0
115	hsa-mir-197-5p	0
116	hsa-mir-21-5p	0
117	hsa-mir-24-1-5p	0
118	hsa-mir-24-2-5p	0
119	hsa-mir-320a-5p	0
120	hsa-mir-101-2-5p	0
121	hsa-mir-27a-5p	0
122	hsa-mir-331-5p	0
123	hsa-mir-29b-1-5p	0
124	hsa-mir-424-5p	0
125	hsa-mir-503-5p	0
126	hsa-mir-28-5p	0
127	hsa-mir-382-5p	0
128	hsa-mir-26a-1-3p	0
129	hsa-mir-26a-2-3p	0
130	hsa-mir-30c-1-3p	0
131	hsa-mir-30c-2-3p	0
132	hsa-mir-192-5p	0
133	hsa-mir-205-5p	0
134	hsa-mir-103a-1-5p	0
135	hsa-mir-103a-2-5p	0
136	hsa-mir-100-5p	0
137	hsa-mir-106a-5p	0
138	hsa-mir-146b-5p	0
139	hsa-mir-590-5p	0
140	hsa-mir-342-5p	0
141	hsa-mir-671-5p	0
142	hsa-mir-375-5p	0
143	hsa-mir-218-1-3p	0
144	hsa-mir-218-2-3p	0
145	hsa-mir-133b	0
146	hsa-mir-1469	0
147	hsa-mir-1471	0
148	hsa-mir-1915-5p	0
149	hsa-mir-193a-5p	0
150	hsa-mir-2355-5p	0
151	hsa-mir-3186-5p	0
152	hsa-mir-625-5p	0
153	hsa-mir-718	0
154	hsa-mir-874-5p	0
155	hsa-mir-508-5p	0
156	hsa-mir-193b-5p	0
157	hsa-mir-211-5p	0
158	hsa-mir-30a-5p	0
159	hsa-mir-519d-5p	0
160	hsa-mir-525-5p	0
161	hsa-mir-142-5p	0
162	hsa-mir-302b-5p	0
163	hsa-mir-302c-5p	0
164	hsa-mir-367-5p	0
165	hsa-mir-381-5p	0
166	hsa-mir-154-5p	0
167	hsa-mir-376b-5p	0
168	hsa-mir-431-5p	0
169	hsa-mir-361-5p	0
170	hsa-mir-24-3p	0
171	hsa-mir-98-5p	0
172	hsa-mir-409-5p	0
173	hsa-mir-125b-5p	0
174	hsa-mir-421	0
175	hsa-mir-186-5p	0
176	hsa-mir-660-5p	0
177	hsa-mir-198	0
178	hsa-mir-92a-3p	0
179	hsa-mir-505-5p	0
180	hsa-let-7f-5p	0
